date,sku,warehouse,demand,sales,inventory_on_hand,replenishment_qty,lead_time_days,stockout_flag
6/23/2023,SKU_001,WH_A,35,35,624,0,13,0
6/24/2023,SKU_001,WH_A,29,29,595,0,13,0
6/25/2023,SKU_001,WH_A,22,22,573,0,13,0
6/26/2023,SKU_001,WH_A,19,19,554,0,13,0
6/27/2023,SKU_001,WH_A,22,22,532,0,13,0
6/28/2023,SKU_001,WH_A,34,34,498,0,13,0
6/29/2023,SKU_001,WH_A,44,44,454,0,13,0
6/30/2023,SKU_001,WH_A,26,26,428,0,13,0
7/1/2023,SKU_001,WH_A,20,20,408,0,13,0
7/2/2023,SKU_001,WH_A,32,32,376,0,13,0
7/3/2023,SKU_001,WH_A,29,29,347,0,13,0
7/4/2023,SKU_001,WH_A,31,31,316,0,13,0
7/5/2023,SKU_001,WH_A,17,17,299,0,13,0
7/6/2023,SKU_001,WH_A,29,29,270,0,13,0
7/7/2023,SKU_001,WH_A,26,26,244,0,13,0
7/8/2023,SKU_001,WH_A,29,29,215,0,13,0
7/9/2023,SKU_001,WH_A,31,31,184,0,13,0
7/10/2023,SKU_001,WH_A,33,33,151,0,13,0
7/11/2023,SKU_001,WH_A,27,27,543,419,13,0
7/12/2023,SKU_001,WH_A,26,26,517,0,13,0
7/13/2023,SKU_001,WH_A,29,29,488,0,13,0
7/14/2023,SKU_001,WH_A,39,39,449,0,13,0
7/15/2023,SKU_001,WH_A,37,37,412,0,13,0
7/16/2023,SKU_001,WH_A,24,24,388,0,13,0
7/17/2023,SKU_001,WH_A,35,35,353,0,13,0
7/18/2023,SKU_001,WH_A,34,34,319,0,13,0
7/19/2023,SKU_001,WH_A,36,36,283,0,13,0
7/20/2023,SKU_001,WH_A,19,19,264,0,13,0
7/21/2023,SKU_001,WH_A,23,23,241,0,13,0
7/22/2023,SKU_001,WH_A,20,20,221,0,13,0
7/23/2023,SKU_001,WH_A,30,30,191,0,13,0
7/24/2023,SKU_001,WH_A,39,39,152,0,13,0
7/25/2023,SKU_001,WH_A,34,34,400,282,13,0
7/26/2023,SKU_001,WH_A,26,26,374,0,13,0
7/27/2023,SKU_001,WH_A,32,32,342,0,13,0
7/28/2023,SKU_001,WH_A,33,33,309,0,13,0
7/29/2023,SKU_001,WH_A,28,28,281,0,13,0
7/30/2023,SKU_001,WH_A,33,33,248,0,13,0
7/31/2023,SKU_001,WH_A,35,35,213,0,13,0
8/1/2023,SKU_001,WH_A,37,37,176,0,13,0
8/2/2023,SKU_001,WH_A,31,31,657,512,13,0
8/3/2023,SKU_001,WH_A,31,31,626,0,13,0
8/4/2023,SKU_001,WH_A,29,29,597,0,13,0
8/5/2023,SKU_001,WH_A,32,32,565,0,13,0
8/6/2023,SKU_001,WH_A,38,38,527,0,13,0
8/7/2023,SKU_001,WH_A,32,32,495,0,13,0
8/8/2023,SKU_001,WH_A,21,21,474,0,13,0
8/9/2023,SKU_001,WH_A,31,31,443,0,13,0
8/10/2023,SKU_001,WH_A,39,39,404,0,13,0
8/11/2023,SKU_001,WH_A,30,30,374,0,13,0
8/12/2023,SKU_001,WH_A,35,35,339,0,13,0
8/13/2023,SKU_001,WH_A,36,36,303,0,13,0
8/14/2023,SKU_001,WH_A,19,19,284,0,13,0
8/15/2023,SKU_001,WH_A,32,32,252,0,13,0
8/16/2023,SKU_001,WH_A,25,25,227,0,13,0
8/17/2023,SKU_001,WH_A,27,27,200,0,13,0
8/18/2023,SKU_001,WH_A,29,29,171,0,13,0
8/19/2023,SKU_001,WH_A,28,28,730,587,13,0
8/20/2023,SKU_001,WH_A,24,24,706,0,13,0
8/21/2023,SKU_001,WH_A,38,38,668,0,13,0
8/22/2023,SKU_001,WH_A,33,33,635,0,13,0
8/23/2023,SKU_001,WH_A,24,24,611,0,13,0
8/24/2023,SKU_001,WH_A,24,24,587,0,13,0
8/25/2023,SKU_001,WH_A,24,24,563,0,13,0
8/26/2023,SKU_001,WH_A,22,22,541,0,13,0
8/27/2023,SKU_001,WH_A,25,25,516,0,13,0
8/28/2023,SKU_001,WH_A,30,30,486,0,13,0
8/29/2023,SKU_001,WH_A,32,32,454,0,13,0
8/30/2023,SKU_001,WH_A,19,19,435,0,13,0
8/31/2023,SKU_001,WH_A,35,35,400,0,13,0
9/1/2023,SKU_001,WH_A,24,24,376,0,13,0
9/2/2023,SKU_001,WH_A,28,28,348,0,13,0
9/3/2023,SKU_001,WH_A,32,32,316,0,13,0
9/4/2023,SKU_001,WH_A,29,29,287,0,13,0
9/5/2023,SKU_001,WH_A,30,30,257,0,13,0
9/6/2023,SKU_001,WH_A,22,22,235,0,13,0
9/7/2023,SKU_001,WH_A,30,30,205,0,13,0
9/8/2023,SKU_001,WH_A,26,26,179,0,13,0
9/9/2023,SKU_001,WH_A,25,25,154,0,13,0
9/10/2023,SKU_001,WH_A,31,31,389,266,13,0
9/11/2023,SKU_001,WH_A,32,32,357,0,13,0
9/12/2023,SKU_001,WH_A,31,31,326,0,13,0
9/13/2023,SKU_001,WH_A,31,31,295,0,13,0
9/14/2023,SKU_001,WH_A,31,31,264,0,13,0
9/15/2023,SKU_001,WH_A,27,27,237,0,13,0
9/16/2023,SKU_001,WH_A,32,32,205,0,13,0
9/17/2023,SKU_001,WH_A,30,30,175,0,13,0
9/18/2023,SKU_001,WH_A,40,40,611,476,13,0
9/19/2023,SKU_001,WH_A,23,23,588,0,13,0
9/20/2023,SKU_001,WH_A,24,24,564,0,13,0
9/21/2023,SKU_001,WH_A,26,26,538,0,13,0
9/22/2023,SKU_001,WH_A,38,38,500,0,13,0
9/23/2023,SKU_001,WH_A,30,30,470,0,13,0
9/24/2023,SKU_001,WH_A,26,26,444,0,13,0
9/25/2023,SKU_001,WH_A,31,31,413,0,13,0
9/26/2023,SKU_001,WH_A,26,26,387,0,13,0
9/27/2023,SKU_001,WH_A,24,24,363,0,13,0
9/28/2023,SKU_001,WH_A,29,29,334,0,13,0
9/29/2023,SKU_001,WH_A,25,25,309,0,13,0
9/30/2023,SKU_001,WH_A,32,32,277,0,13,0
10/1/2023,SKU_001,WH_A,31,31,246,0,13,0
10/2/2023,SKU_001,WH_A,30,30,216,0,13,0
10/3/2023,SKU_001,WH_A,18,18,198,0,13,0
10/4/2023,SKU_001,WH_A,23,23,175,0,13,0
10/5/2023,SKU_001,WH_A,36,36,439,300,13,0
10/6/2023,SKU_001,WH_A,29,29,410,0,13,0
10/7/2023,SKU_001,WH_A,35,35,375,0,13,0
10/8/2023,SKU_001,WH_A,28,28,347,0,13,0
10/9/2023,SKU_001,WH_A,28,28,319,0,13,0
10/10/2023,SKU_001,WH_A,34,34,285,0,13,0
10/11/2023,SKU_001,WH_A,34,34,251,0,13,0
10/12/2023,SKU_001,WH_A,36,36,215,0,13,0
10/13/2023,SKU_001,WH_A,25,25,190,0,13,0
10/14/2023,SKU_001,WH_A,39,39,151,0,13,0
10/15/2023,SKU_001,WH_A,31,31,647,527,13,0
10/16/2023,SKU_001,WH_A,29,29,618,0,13,0
10/17/2023,SKU_001,WH_A,29,29,589,0,13,0
10/18/2023,SKU_001,WH_A,34,34,555,0,13,0
10/19/2023,SKU_001,WH_A,28,28,527,0,13,0
10/20/2023,SKU_001,WH_A,39,39,488,0,13,0
10/21/2023,SKU_001,WH_A,32,32,456,0,13,0
10/22/2023,SKU_001,WH_A,23,23,433,0,13,0
10/23/2023,SKU_001,WH_A,32,32,401,0,13,0
10/24/2023,SKU_001,WH_A,38,38,363,0,13,0
10/25/2023,SKU_001,WH_A,23,23,340,0,13,0
10/26/2023,SKU_001,WH_A,26,26,314,0,13,0
10/27/2023,SKU_001,WH_A,27,27,287,0,13,0
10/28/2023,SKU_001,WH_A,22,22,265,0,13,0
10/29/2023,SKU_001,WH_A,23,23,242,0,13,0
10/30/2023,SKU_001,WH_A,35,35,207,0,13,0
10/31/2023,SKU_001,WH_A,25,25,182,0,13,0
11/1/2023,SKU_001,WH_A,34,34,590,442,13,0
11/2/2023,SKU_001,WH_A,31,31,559,0,13,0
11/3/2023,SKU_001,WH_A,32,32,527,0,13,0
11/4/2023,SKU_001,WH_A,44,44,483,0,13,0
11/5/2023,SKU_001,WH_A,25,25,458,0,13,0
11/6/2023,SKU_001,WH_A,26,26,432,0,13,0
11/7/2023,SKU_001,WH_A,39,39,393,0,13,0
11/8/2023,SKU_001,WH_A,22,22,371,0,13,0
11/9/2023,SKU_001,WH_A,34,34,337,0,13,0
11/10/2023,SKU_001,WH_A,22,22,315,0,13,0
11/11/2023,SKU_001,WH_A,35,35,280,0,13,0
11/12/2023,SKU_001,WH_A,32,32,248,0,13,0
11/13/2023,SKU_001,WH_A,28,28,220,0,13,0
11/14/2023,SKU_001,WH_A,20,20,200,0,13,0
11/15/2023,SKU_001,WH_A,22,22,178,0,13,0
11/16/2023,SKU_001,WH_A,24,24,154,0,13,0
11/17/2023,SKU_001,WH_A,36,36,372,254,13,0
11/18/2023,SKU_001,WH_A,25,25,347,0,13,0
11/19/2023,SKU_001,WH_A,28,28,319,0,13,0
11/20/2023,SKU_001,WH_A,25,25,294,0,13,0
11/21/2023,SKU_001,WH_A,32,32,262,0,13,0
11/22/2023,SKU_001,WH_A,29,29,233,0,13,0
11/23/2023,SKU_001,WH_A,40,40,193,0,13,0
11/24/2023,SKU_001,WH_A,30,30,163,0,13,0
11/25/2023,SKU_001,WH_A,31,31,582,450,13,0
11/26/2023,SKU_001,WH_A,23,23,559,0,13,0
11/27/2023,SKU_001,WH_A,30,30,529,0,13,0
11/28/2023,SKU_001,WH_A,39,39,490,0,13,0
11/29/2023,SKU_001,WH_A,31,31,459,0,13,0
11/30/2023,SKU_001,WH_A,23,23,436,0,13,0
12/1/2023,SKU_001,WH_A,30,30,406,0,13,0
12/2/2023,SKU_001,WH_A,20,20,386,0,13,0
12/3/2023,SKU_001,WH_A,25,25,361,0,13,0
12/4/2023,SKU_001,WH_A,25,25,336,0,13,0
12/5/2023,SKU_001,WH_A,31,31,305,0,13,0
12/6/2023,SKU_001,WH_A,35,35,270,0,13,0
12/7/2023,SKU_001,WH_A,30,30,240,0,13,0
12/8/2023,SKU_001,WH_A,28,28,212,0,13,0
12/9/2023,SKU_001,WH_A,23,23,189,0,13,0
12/10/2023,SKU_001,WH_A,28,28,161,0,13,0
12/11/2023,SKU_001,WH_A,32,32,415,286,13,0
12/12/2023,SKU_001,WH_A,37,37,378,0,13,0
12/13/2023,SKU_001,WH_A,31,31,347,0,13,0
12/14/2023,SKU_001,WH_A,24,24,323,0,13,0
12/15/2023,SKU_001,WH_A,31,31,292,0,13,0
12/16/2023,SKU_001,WH_A,31,31,261,0,13,0
12/17/2023,SKU_001,WH_A,31,31,230,0,13,0
12/18/2023,SKU_001,WH_A,32,32,198,0,13,0
12/19/2023,SKU_001,WH_A,23,23,175,0,13,0
12/20/2023,SKU_001,WH_A,27,27,677,529,13,0
12/21/2023,SKU_001,WH_A,21,21,656,0,13,0
12/22/2023,SKU_001,WH_A,31,31,625,0,13,0
12/23/2023,SKU_001,WH_A,38,38,587,0,13,0
12/24/2023,SKU_001,WH_A,27,27,560,0,13,0
12/25/2023,SKU_001,WH_A,28,28,532,0,13,0
12/26/2023,SKU_001,WH_A,26,26,506,0,13,0
12/27/2023,SKU_001,WH_A,28,28,478,0,13,0
12/28/2023,SKU_001,WH_A,29,29,449,0,13,0
12/29/2023,SKU_001,WH_A,42,42,407,0,13,0
12/30/2023,SKU_001,WH_A,30,30,377,0,13,0
12/31/2023,SKU_001,WH_A,35,35,342,0,13,0
1/1/2024,SKU_001,WH_A,31,31,311,0,13,0
1/2/2024,SKU_001,WH_A,26,26,285,0,13,0
1/3/2024,SKU_001,WH_A,30,30,255,0,13,0
1/4/2024,SKU_001,WH_A,26,26,229,0,13,0
1/5/2024,SKU_001,WH_A,39,39,190,0,13,0
1/6/2024,SKU_001,WH_A,31,31,159,0,13,0
1/7/2024,SKU_001,WH_A,31,31,705,577,13,0
1/8/2024,SKU_001,WH_A,34,34,671,0,13,0
1/9/2024,SKU_001,WH_A,23,23,648,0,13,0
1/10/2024,SKU_001,WH_A,26,26,622,0,13,0
1/11/2024,SKU_001,WH_A,26,26,596,0,13,0
1/12/2024,SKU_001,WH_A,30,30,566,0,13,0
1/13/2024,SKU_001,WH_A,36,36,530,0,13,0
1/14/2024,SKU_001,WH_A,35,35,495,0,13,0
1/15/2024,SKU_001,WH_A,28,28,467,0,13,0
1/16/2024,SKU_001,WH_A,24,24,443,0,13,0
1/17/2024,SKU_001,WH_A,35,35,408,0,13,0
1/18/2024,SKU_001,WH_A,36,36,372,0,13,0
1/19/2024,SKU_001,WH_A,39,39,333,0,13,0
1/20/2024,SKU_001,WH_A,28,28,305,0,13,0
1/21/2024,SKU_001,WH_A,23,23,282,0,13,0
1/22/2024,SKU_001,WH_A,26,26,256,0,13,0
1/23/2024,SKU_001,WH_A,24,24,232,0,13,0
1/24/2024,SKU_001,WH_A,23,23,209,0,13,0
1/25/2024,SKU_001,WH_A,30,30,179,0,13,0
1/26/2024,SKU_001,WH_A,27,27,152,0,13,0
1/27/2024,SKU_001,WH_A,33,33,343,224,13,0
1/28/2024,SKU_001,WH_A,26,26,317,0,13,0
1/29/2024,SKU_001,WH_A,35,35,282,0,13,0
1/30/2024,SKU_001,WH_A,26,26,256,0,13,0
1/31/2024,SKU_001,WH_A,28,28,228,0,13,0
2/1/2024,SKU_001,WH_A,39,39,189,0,13,0
2/2/2024,SKU_001,WH_A,42,42,649,502,13,0
2/3/2024,SKU_001,WH_A,34,34,615,0,13,0
2/4/2024,SKU_001,WH_A,34,34,581,0,13,0
2/5/2024,SKU_001,WH_A,38,38,543,0,13,0
2/6/2024,SKU_001,WH_A,33,33,510,0,13,0
2/7/2024,SKU_001,WH_A,33,33,477,0,13,0
2/8/2024,SKU_001,WH_A,31,31,446,0,13,0
2/9/2024,SKU_001,WH_A,27,27,419,0,13,0
2/10/2024,SKU_001,WH_A,34,34,385,0,13,0
2/11/2024,SKU_001,WH_A,22,22,363,0,13,0
2/12/2024,SKU_001,WH_A,35,35,328,0,13,0
2/13/2024,SKU_001,WH_A,18,18,310,0,13,0
2/14/2024,SKU_001,WH_A,30,30,280,0,13,0
2/15/2024,SKU_001,WH_A,32,32,248,0,13,0
2/16/2024,SKU_001,WH_A,31,31,217,0,13,0
2/17/2024,SKU_001,WH_A,38,38,179,0,13,0
2/18/2024,SKU_001,WH_A,29,29,150,0,13,0
2/19/2024,SKU_001,WH_A,31,31,322,203,13,0
2/20/2024,SKU_001,WH_A,35,35,287,0,13,0
2/21/2024,SKU_001,WH_A,32,32,255,0,13,0
2/22/2024,SKU_001,WH_A,32,32,223,0,13,0
2/23/2024,SKU_001,WH_A,30,30,193,0,13,0
2/24/2024,SKU_001,WH_A,27,27,166,0,13,0
2/25/2024,SKU_001,WH_A,28,28,522,384,13,0
2/26/2024,SKU_001,WH_A,31,31,491,0,13,0
2/27/2024,SKU_001,WH_A,28,28,463,0,13,0
2/28/2024,SKU_001,WH_A,27,27,436,0,13,0
2/29/2024,SKU_001,WH_A,34,34,402,0,13,0
3/1/2024,SKU_001,WH_A,29,29,373,0,13,0
3/2/2024,SKU_001,WH_A,37,37,336,0,13,0
3/3/2024,SKU_001,WH_A,31,31,305,0,13,0
3/4/2024,SKU_001,WH_A,39,39,266,0,13,0
3/5/2024,SKU_001,WH_A,22,22,244,0,13,0
3/6/2024,SKU_001,WH_A,23,23,221,0,13,0
3/7/2024,SKU_001,WH_A,35,35,186,0,13,0
3/8/2024,SKU_001,WH_A,38,38,409,261,13,0
3/9/2024,SKU_001,WH_A,32,32,377,0,13,0
3/10/2024,SKU_001,WH_A,41,41,336,0,13,0
3/11/2024,SKU_001,WH_A,32,32,304,0,13,0
3/12/2024,SKU_001,WH_A,25,25,279,0,13,0
3/13/2024,SKU_001,WH_A,25,25,254,0,13,0
3/14/2024,SKU_001,WH_A,35,35,219,0,13,0
3/15/2024,SKU_001,WH_A,28,28,191,0,13,0
3/16/2024,SKU_001,WH_A,33,33,158,0,13,0
3/17/2024,SKU_001,WH_A,36,36,441,319,13,0
3/18/2024,SKU_001,WH_A,34,34,407,0,13,0
3/19/2024,SKU_001,WH_A,29,29,378,0,13,0
3/20/2024,SKU_001,WH_A,26,26,352,0,13,0
3/21/2024,SKU_001,WH_A,40,40,312,0,13,0
3/22/2024,SKU_001,WH_A,26,26,286,0,13,0
3/23/2024,SKU_001,WH_A,18,18,268,0,13,0
3/24/2024,SKU_001,WH_A,44,44,224,0,13,0
3/25/2024,SKU_001,WH_A,30,30,194,0,13,0
3/26/2024,SKU_001,WH_A,31,31,163,0,13,0
3/27/2024,SKU_001,WH_A,31,31,620,488,13,0
3/28/2024,SKU_001,WH_A,37,37,583,0,13,0
3/29/2024,SKU_001,WH_A,33,33,550,0,13,0
3/30/2024,SKU_001,WH_A,37,37,513,0,13,0
3/31/2024,SKU_001,WH_A,36,36,477,0,13,0
4/1/2024,SKU_001,WH_A,33,33,444,0,13,0
4/2/2024,SKU_001,WH_A,34,34,410,0,13,0
4/3/2024,SKU_001,WH_A,23,23,387,0,13,0
4/4/2024,SKU_001,WH_A,34,34,353,0,13,0
4/5/2024,SKU_001,WH_A,30,30,323,0,13,0
4/6/2024,SKU_001,WH_A,26,26,297,0,13,0
4/7/2024,SKU_001,WH_A,26,26,271,0,13,0
